id,reference_id,country,product_code,product_name,subscription_start_date,subscription_deactivation_date,subscription_duration_months,order_date_kyiv,return_date_kyiv,last_rebill_date_kyiv,has_chargeback,has_refund,sales_agent_name,source,campaign_name,total_amount,discount_amount,number_of_rebills,original_amount,returned_amount,total_rebill_amount,created_at
1,GYB220101-1800-81123,AU,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-01,,,False,False,Esmee,Call,AQ_7,119.19,29.8,,148.99,,,2026-02-07 00:00:00
2,GYB220101-1800-27157,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-01,2022-10-08,1.0,,,2022-09-01,False,False,Nick,Chat,AQ_9,149.25,49.75,6,199.0,,119.7,2026-02-07 00:00:00
3,GYB220102-5490-53112,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-02,2022-02-02,1.0,,,,False,False,Clary,Chat,AQ_9,99.0,0.0,,99.0,,,2026-02-07 00:00:00
4,GYB220102-5490-23160,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-02,,36.0,,2022-01-04,,False,True,Jackie,Call,AQ_9,684.0,0.0,,684.0,634.0,,2026-02-07 00:00:00
5,GYB220103-4319-34119,US,gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-03,,24.0,,,,False,False,Jackie,Call,BF.Upgrade,489.6,86.4,,576.0,,,2026-02-07 00:00:00
6,GYB220103-6977-97158,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-04,,,False,False,Jackie,Call,AQ_1,119.74,29.94,,149.68,,,2026-02-07 00:00:00
7,GYB220104-5490-77123,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-04,2025-01-04,36.0,,,,False,False,Megan,Chat,AQ_9,684.0,0.0,,684.0,,,2026-02-07 00:00:00
8,GYB220104-8715-72118,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-04,2023-01-11,1.0,,,,False,False,Vicky,Call,AQ_9,345.6,86.4,,432.0,,,2026-02-07 00:00:00
9,GYB220104-4319-32105,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Megan,Chat,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
10,GYB220104-2435-91122,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Vicky,Call,AQ_3,148.86,0.0,,148.86,,,2026-02-07 00:00:00
11,GYB220104-2435-90148,US,gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-04,2024-06-02,24.0,2022-01-05,,,False,False,Esmee,Call,ByteFence.CTA,576.0,0.0,,576.0,,,2026-02-07 00:00:00
12,GYB220105-5490-83111,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-05,,,False,False,Jackie,Call,AQ_9,126.65,22.35,,149.0,,,2026-02-07 00:00:00
13,GYB220105-4319-74113,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-06,,,False,False,Esmee,Call,AQ_1,97.11,52.29,,149.4,,,2026-02-07 00:00:00
14,GYB220106-2435-53108,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-06,,,False,False,,,,96.85,52.15,,149.0,,,2026-02-07 00:00:00
15,GYB220106-5490-48130,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-06,2022-02-06,1.0,,,,False,False,Esmee,Call,AQ_9,79.2,19.8,,99.0,,,2026-02-07 00:00:00
16,GYB220106-2435-63145,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-06,2022-01-13,12.0,,,,True,False,Esmee,Call,AQ_9,432.0,0.0,,432.0,432.0,,2026-02-07 00:00:00
17,GYB220106-1800-64131,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-06,2022-02-06,1.0,,,,False,False,Esmee,Call,AQ_25,99.0,0.0,,99.0,,,2026-02-07 00:00:00
18,GYB220106-8715-51112,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jacob,Call,AQ_1,149.45,0.0,,149.45,,,2026-02-07 00:00:00
19,GYB220107-6911-85132,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-07,,1.0,2022-01-07,,2023-10-07,False,False,Biby,Chat,AQ_9,432.0,0.0,10,432.0,,199.5,2026-02-07 00:00:00
20,GYB220107-6604-87123,US,aq-gyb-support-6-month-plan-lo,Support 6-month Plan,2022-01-07,2022-06-07,6.0,,,,False,False,Rodger,Call,AQ.Upgrade,174.3,74.7,,249.0,,,2026-02-07 00:00:00
21,GYB220107-1511-41116,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-07,,36.0,,,,False,False,Jayce,Call,AQ_9,683.68,0.0,,683.68,,,2026-02-07 00:00:00
22,GYB220108-5542-65141,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-08,2022-01-29,12.0,,,,True,False,Rodger,Call,AQ_1,302.37,129.59,,431.96,281.07,,2026-02-07 00:00:00
23,GYB220108-6911-25129,GB,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Clary,Chat,AQ_9,149.41,0.0,,149.41,,,2026-02-07 00:00:00
24,GYB220108-6911-44171,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-08,2022-02-08,1.0,,,,False,False,Jackie,Call,AQ_25,49.5,49.5,,99.0,,,2026-02-07 00:00:00
25,GYB220108-4354-86171,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-08,,1.0,2022-01-09,,2023-10-08,False,False,Rodger,Call,AQ_1,345.57,86.39,10,431.96,,192.95,2026-02-07 00:00:00
26,GYB220108-6911-16230,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-08,2022-04-08,1.0,2022-01-09,,2022-03-08,False,False,Rodger,Call,AQ_9,99.0,0.0,2,99.0,,39.9,2026-02-07 00:00:00
27,GYB220109-4354-47123,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-09,,1.0,2022-01-09,,2023-10-09,False,False,Nick,Call,AQ_25,199.0,0.0,19,199.0,,379.05,2026-02-07 00:00:00
28,GYB220109-1511-50132,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-09,2022-04-09,3.0,2022-01-09,,,False,False,Jayce,Call,AQ_9,199.0,0.0,,199.0,,,2026-02-07 00:00:00
29,GYB220109-4354-44148,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-09,2022-05-16,1.0,,,2022-04-09,False,False,Megan,Chat,AQ_9,159.2,39.8,1,199.0,,19.95,2026-02-07 00:00:00
30,GYB220109-6604-74116,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-09,,36.0,2022-01-10,,,False,False,Rodger,Call,AQ_25,478.8,205.2,,684.0,,,2026-02-07 00:00:00
31,GYB220110-6911-44113,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-10,,36.0,2022-01-10,,,False,False,Rodger,Call,AQ_9,478.8,205.2,,684.0,,,2026-02-07 00:00:00
32,GYB220110-4354-47133,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-10,2024-01-10,24.0,,,,False,False,Esmee,Call,AQ_25,576.0,0.0,,576.0,,,2026-02-07 00:00:00
33,GYB220110-4354-90170,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-10,,36.0,,,,False,False,Esmee,Call,AQ_1,684.1,0.0,,684.1,,,2026-02-07 00:00:00
34,GYB220110-6604-28126,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-10,2023-01-10,12.0,2022-01-11,,,False,False,Vicky,Call,AQ_25,432.0,0.0,,432.0,,,2026-02-07 00:00:00
35,GYB220110-8954-29129,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-10,2022-04-10,3.0,2022-01-11,,,False,False,Rinna,Chat,AQ_9,199.0,0.0,,199.0,,,2026-02-07 00:00:00
36,GYB220111-1511-84107,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-11,2023-01-09,12.0,2022-01-11,2022-02-12,,False,True,Jayce,Call,AQ_9,432.0,0.0,,432.0,382.0,,2026-02-07 00:00:00
37,GYB220111-4354-59122,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-11,2023-01-11,12.0,,,,False,False,Olivia,Chat,AQ_9,431.6,0.0,,431.6,,,2026-02-07 00:00:00
38,GYB220111-5542-38113,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jacob,Call,AQ_25,111.75,37.25,,149.0,,,2026-02-07 00:00:00
39,GYB220111-1511-18147,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Biby,Chat,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
40,GYB220111-6911-88135,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-11,2022-02-11,1.0,2022-01-12,,,False,False,Esmee,Call,AQ_9,49.5,49.5,,99.0,,,2026-02-07 00:00:00
41,GYB220112-8954-29108,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-12,,,False,False,Vicky,Call,AQ_25,119.2,29.8,,149.0,,,2026-02-07 00:00:00
42,GYB220112-6604-58114,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-12,2023-01-12,12.0,2022-01-12,,,False,False,Vicky,Call,AQ_7,367.27,64.81,,432.08,,,2026-02-07 00:00:00
43,GYB220113-1511-88122,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-13,,24.0,,,,False,False,Rodger,Call,AQ_9,576.0,0.0,,576.0,,,2026-02-07 00:00:00
44,GYB220113-1511-25165,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jacob,Call,AQ_9,111.75,37.25,,149.0,,,2026-02-07 00:00:00
45,GYB220113-6911-97136,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-13,2025-09-13,36.0,,,,False,False,Rodger,Chat,AQ.Upgrade,478.8,205.2,,684.0,,,2026-02-07 00:00:00
46,GYB220113-8954-28128,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-13,2023-01-20,1.0,2022-01-14,,,False,False,Isaac,Call,AQ_7,323.99,108.0,,431.99,,,2026-02-07 00:00:00
47,GYB220113-5542-30106,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-13,2022-09-13,1.0,2022-01-14,,2022-08-13,False,False,Nick,Call,AQ_9,79.2,19.8,7,99.0,,139.65,2026-02-07 00:00:00
48,GYB220114-8954-36122,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-14,2025-01-14,36.0,,,,False,False,Rodger,Call,BF.Upgrade,478.8,205.2,,684.0,,,2026-02-07 00:00:00
49,GYB220114-5542-89110,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-14,,1.0,,,2023-10-14,False,False,Rodger,Call,AQ_9,99.0,0.0,21,99.0,,418.95,2026-02-07 00:00:00
50,GYB220114-8954-75165,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-14,2022-05-21,1.0,,,2022-04-14,False,False,Nick,Call,AQ_9,99.0,0.0,3,99.0,,59.85,2026-02-07 00:00:00
51,GYB220114-6911-61143,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Rodger,Call,AQ_9,74.5,74.5,,149.0,,,2026-02-07 00:00:00
52,GYB220114-4354-98127,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-14,,36.0,2022-01-15,,,False,False,Jackie,Call,AQ_9,684.0,0.0,,684.0,,,2026-02-07 00:00:00
53,GYB220115-5542-13134,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-15,,36.0,,,,False,False,,,,684.0,0.0,,684.0,,,2026-02-07 00:00:00
54,GYB220115-4354-14130,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jackie,Call,AQ_9,112.15,37.38,,149.53,,,2026-02-07 00:00:00
55,GYB220115-1511-83127,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-15,2022-06-15,36.0,,2022-06-15,,False,True,Jackie,Call,AQ_9,684.0,0.0,,684.0,535.0,,2026-02-07 00:00:00
56,GYB220115-6604-51110,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jackie,Call,AQ_1,97.2,52.34,,149.54,,,2026-02-07 00:00:00
57,GYB220116-4354-54118,US,gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-16,2024-01-16,24.0,2022-01-16,,,False,False,Rodger,Call,BF.Upgrade,403.2,172.8,,576.0,,,2026-02-07 00:00:00
58,GYB220116-8954-85139,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-16,2023-03-16,1.0,2022-01-17,,2023-02-16,False,False,Rinna,Chat,AQ_9,99.0,0.0,13,99.0,,259.35,2026-02-07 00:00:00
59,GYB220117-4354-30158,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Biby,Chat,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
60,GYB220117-4354-16192,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Esmee,Call,AQ_25,149.0,0.0,,149.0,,,2026-02-07 00:00:00
61,GYB220117-2241-26129,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-18,,,False,False,Vicky,Call,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
62,GYB220117-5542-74117,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-18,,,False,False,,,,104.3,44.7,,149.0,,,2026-02-07 00:00:00
63,GYB220117-1511-42127,AU,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-17,2022-02-17,1.0,2022-01-18,,,False,False,Esmee,Call,AQ_7,49.7,49.7,,99.4,,,2026-02-07 00:00:00
64,GYB220118-5922-10128,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-18,2023-01-18,12.0,2022-01-18,,,False,False,Megan,Chat,AQ_9,432.46,0.0,,432.46,,,2026-02-07 00:00:00
65,GYB220118-5542-13132,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Olivia,Chat,AQ_9,96.85,52.15,,149.0,,,2026-02-07 00:00:00
66,GYB220118-2241-69161,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-18,2023-01-18,12.0,,,,False,False,Olivia,Chat,AQ_9,432.0,0.0,,432.0,,,2026-02-07 00:00:00
67,GYB220119-1511-12112,NZ,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-19,2023-01-19,12.0,2022-01-19,,,False,False,Biby,Chat,AQ_9,432.12,0.0,,432.12,,,2026-02-07 00:00:00
68,GYB220119-1100-86144,UA,aq-gyb-support-12-month-plan,Support 12-month plan,2022-01-19,2023-01-19,12.0,,,,False,False,,,,336.0,0.0,,336.0,,,2026-02-07 00:00:00
69,GYB220119-5542-36129,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-19,2022-07-21,1.0,,,2022-06-21,False,False,Clary,Chat,AQ_9,99.0,0.0,5,99.0,,99.75,2026-02-07 00:00:00
70,GYB220119-5542-34147,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-19,2022-01-19,1.0,,2022-01-19,,False,True,Jackie,Call,AQ.Upgrade,99.0,0.0,,99.0,99.0,,2026-02-07 00:00:00
71,GYB220120-5593-26130,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-20,2024-01-20,24.0,2022-01-20,,,False,False,Jacob,Call,AQ_9,460.8,115.2,,576.0,,,2026-02-07 00:00:00
72,GYB220120-5593-50153,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,2022-01-20,2022-01-20,1.0,,,,False,False,Clary,Chat,AQ_9,99.0,0.0,,99.0,,,2026-02-07 00:00:00
73,GYB220120-6604-72109,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-20,2022-12-23,12.0,2022-01-21,,,False,False,Esmee,Call,AQ_1,431.7,0.0,,431.7,,,2026-02-07 00:00:00
74,GYB220120-2241-43133,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,2022-01-20,2023-01-20,1.0,2022-01-21,,2022-12-21,False,False,Rodger,Call,AQ_9,49.5,49.5,11,99.0,,137.17,2026-02-07 00:00:00
75,GYB220121-5040-92123,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-21,2023-01-21,12.0,2022-01-21,,,False,False,Nick,Call,AQ_9,431.85,0.0,,431.85,,,2026-02-07 00:00:00
76,GYB220121-8904-88103,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Megan,Chat,AQ_9,104.3,44.7,,149.0,,,2026-02-07 00:00:00
77,GYB220121-6407-70121,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Vicky,Call,AQ_25,149.0,0.0,,149.0,,,2026-02-07 00:00:00
78,GYB220121-2436-93132,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Rodger,Call,AQ_25,149.0,0.0,,149.0,,,2026-02-07 00:00:00
79,GYB220122-8904-42117,GF,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-22,2022-05-29,1.0,,,2022-04-22,False,False,Nick,Call,AQ_9,159.28,39.82,1,199.1,,19.86,2026-02-07 00:00:00
80,GYB220122-8769-24151,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-22,2022-02-22,12.0,,2022-02-22,,False,True,Megan,Chat,AQ_9,324.0,108.0,,432.0,324.0,,2026-02-07 00:00:00
81,GYB220122-2436-24119,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-22,,36.0,,,,False,False,Nick,Call,AQ_9,684.0,0.0,,684.0,,,2026-02-07 00:00:00
82,GYB220122-2436-97159,BM,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-22,2023-01-22,12.0,,,,False,False,Megan,Chat,AQ_9,432.0,0.0,,432.0,,,2026-02-07 00:00:00
83,GYB220122-2436-64171,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-22,2022-04-22,3.0,,,,False,False,,,,199.0,0.0,,199.0,,,2026-02-07 00:00:00
84,GYB220122-8769-66181,CR,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-22,2023-01-22,12.0,,,,False,False,Nick,Call,AQ_9,324.0,108.0,,432.0,,,2026-02-07 00:00:00
85,GYB220122-8904-75163,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-22,2022-09-20,1.0,2022-01-23,,2022-08-22,False,False,Jackie,Call,AQ_9,199.0,0.0,5,199.0,,99.75,2026-02-07 00:00:00
86,GYB220123-2436-43128,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-23,,36.0,,,,False,False,Biby,Chat,AQ_9,684.0,0.0,,684.0,,,2026-02-07 00:00:00
87,GYB220123-2436-86149,US,gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-23,2025-01-23,36.0,,,,False,False,Jackie,Call,BF.Upgrade,581.4,102.6,,684.0,,,2026-02-07 00:00:00
88,GYB220123-2255-93147,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-23,,24.0,,,,False,False,Biby,Chat,AQ_9,576.0,0.0,,576.0,,,2026-02-07 00:00:00
89,GYB220123-8769-26121,BS,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-23,2022-04-23,3.0,2022-01-24,,,False,False,Megan,Chat,AQ_9,199.0,0.0,,199.0,,,2026-02-07 00:00:00
90,GYB220124-2255-50131,AU,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-24,2023-02-27,36.0,2022-01-24,2022-03-29,,False,True,Jayce,Call,AQ_7,683.69,0.0,,683.69,478.23,,2026-02-07 00:00:00
91,GYB220124-1295-38123,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jayce,Call,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
92,GYB220124-2436-59151,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-24,2025-01-24,36.0,,,,False,False,Jacob,Call,AQ_1,581.4,102.6,,684.0,,,2026-02-07 00:00:00
93,GYB220124-8769-18129,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-24,2023-01-31,1.0,,,,False,False,Jayce,Call,AQ_1,432.0,0.0,,432.0,,,2026-02-07 00:00:00
94,GYB220124-5040-40146,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-24,2022-02-01,24.0,,2022-02-01,,False,True,Jacob,Call,AQ_1,489.6,86.4,,576.0,489.6,,2026-02-07 00:00:00
95,GYB220125-6407-71134,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-25,2023-02-01,1.0,2022-01-25,,,False,False,Esmee,Call,AQ_9,432.0,0.0,,432.0,,,2026-02-07 00:00:00
96,GYB220125-2971-78104,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-25,,,False,False,Biby,Chat,AQ_9,119.2,29.8,,149.0,,,2026-02-07 00:00:00
97,GYB220125-2971-41139,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-25,2023-02-20,1.0,,,2023-01-25,False,False,Rodger,Call,AQ_9,432.0,0.0,1,432.0,,19.95,2026-02-07 00:00:00
